,tweet,label
625,"@EE @WeAreOpenreach @OpenreachHelp 2weeks on still no service have you found the key to the gate yet ,had the part delivered or have you come up with an acceptable excuse yet? Despicable! Still putting elderly &amp; vulnerable at risk and charging them for no network #gower #porteynon",-1
626,"@VodafoneUK 3210_x000D_
Blackberry_x000D_
Snake_x000D_
Snake II ðŸ",1
627,"@VodafoneUK 3210_x000D_
iPhone 12_x000D_
Snake_x000D_
Football manager_x000D_
#vodafonetreats",1
628,@VodafoneUK 3310-iPhone 13-snake-Criminal minds,1
629,@LanchburyJames @EE 3.9% but it's actually closer to 10%,1
630,3.9% increase in billing @EE . Going to have to consider a company that doesn't do in contract price rises in the future when this contract ends. Fed up with being taken for a cash cow,-1
631,"@VodafoneUK 43-minutes on hold now, call that customer service?!",-1
632,@VodafoneUK 45 minutes in a queue waiting for Vodafone to answer!!,-1
633,@EE Â£45 pm for a Google 6 phone lol? What a rip off ðŸ˜‚.,-1
634,@EE 47 quid a month- no thanks,1
635,"@EE 5G is meant to be faster, yet when I get it nothing loads or works!",-1
636,"@VodafoneUK 6320i_x000D_
Flip 3_x000D_
Snake_x000D_
Angry birds",1
637,"@EE 9% rise in my billing this year??
Iâ€™m looking around!!!",-1
638,"@VodafoneUK A beautiful walk up our country parks, knowing there will soon be lambs jumping around and daffodils blooming, perfect ðŸ¥° #VodafoneTreats https://t.co/HyEFlUkmHz",1
639,"@VodafoneUK A bracing walk on the beach at Southend on Sea, Britainâ€™s newest city! #SouthendCity https://t.co/0DVGOPbrWh",1
640,"A few tweets today... First of all @VodafoneUK have a great staff member working in @EldonSqNCL Steph made our experience fantastic, a credit to your company.",1
641,"A sad day today, as Iâ€™ve been with @EE for TWENTY FIVE YEARS (Including Orange), but they canâ€™t offer me a cheaper deal on my mobile. It seems thereâ€™s no point in being loyal nowadays! @ThreeUK @TheO2 shall we have a chat? #loyalty",-1
642,@VodafoneUK A spring adventure Iâ€™ve been on was a short trip to Iceland ðŸ‡®ðŸ‡¸ #VodafoneTreats it puts a spring in my step because we can travel again âœˆï¸ðŸ’• https://t.co/DwjzXdSNsD,1
643,"@VodafoneUK A spring break in Lanzarote, ideal after a UK winter. #VodafoneTreats https://t.co/fBvptYmamf",1
644,"@VodafoneUK A spring walk several years ago near where I used to live, with a little camera magic. https://t.co/16uU07YpuV",1
645,"@VodafoneUK A Vodafone Maxon MN1 in blue on Pay as you talk!_x000D_
Poco F1 Pro _x000D_
Snake_x000D_
Rupauls Drag Race Superstar _x000D_
#VodafoneTreats https://t.co/vg8JHTqhYq",1
646,@VodafoneUK A Vodafone own brand phone. Came in baby pink or blue. Anyone remember what it was called? The Samsung E600. Snake. Roblox (blame my son!) #Vodafonetreats,1
647,"Absolute joke @VodafoneUK .. over two hours on the phone regarding a complaint to be booked an app with somebody higher up to never receive the call, yet again waste of time.. months this has been going on!!!! https://t.co/D9QaBeVsML",-1
648,"@EE @mattrunback Absolute nonsense! You are increasing way above the rate of inflation 
I will be cancelling my contract with you",-1
649,@EE absolute scoundrels. Deciding to go up 3.9% out of pure greed. #ee https://t.co/NtGe1m64IN,-1
650,@Casey @VodafoneUK Absolutely ðŸ‘ŒðŸ¾,1
651,"After more years than I can remember (around 40), Iâ€™m leaving @EE as my phone provider! Itâ€™s really sad as I feel theyâ€™ve served me well, but they canâ€™t match the offers I found on @MartinSLewisâ€™s @MoneySavingExp sim only deals. ðŸ‘‹ #FirstWorldProblems",-1
652,After 'Theresa' paid the 'marked' cash into @HSBC Bromley Branch at 12.00 pm 1/3/2022 she called @metpoliceuk on a mobile phone purchased @EE in @TheGladesBrom using a credit card that same day. She accused two totally innocent people of drug dealing @BBC @ITV @SkyNews @GBNEWS,1
653,"@VodafoneUK  ðŸ‘‹ Afternoon there.

A colleague is selling her Galaxy S10e phone (released in March 2019), whose Vodafone contract has ended.

Is the phone now unlocked? (If not, will i be able to ask Vodafone to unlock it?)

Thanks! https://t.co/bZXChTH9y6",-1
654,@EE again failing to follow up and returning my call. Iâ€™m sure Iâ€™ll hear from #EE once my direct debit has been rejected. #paymyrefund #Refund #4g #network #mobile,-1
655,@billysastard1 @VodafoneUK Ah - you'd be right there. The 8110 is the one - 20-odd years ago - memory is going !,1
656,"All Four Mobile Network Operators Offer Support to Customers Affected by Events in #Ukraine _x000D_
@EE @VodafoneUK @ThreeUK @VMO2News https://t.co/qmxt6yAPOi https://t.co/Opbf1CzxMl",1
657,All I have had all day are price increase emails. Something going to have to give here. #CostOfLivingCrisis  @EE @SkyUK are top of my hit list!! Cannot afford to keep paying for luxuries. I havenâ€™t had an increase for 5 years!!,-1
658,@VodafoneUK All sorted,1
659,@VodafoneUK All you need is #LOVE https://t.co/pRgTdBJoCX,1
660,"@VodafoneUK Alright, tell us yours and we could surprise you with #VodafoneTreats_x000D_
_x000D_
First phone: Nokia 3310_x000D_
Favourite phone:samsung s9+ edge_x000D_
First mobile game:snake_x000D_
Favourite mobile game:snake",1
661,"@VodafoneUK Alright, tell us yours and we could surprise you with #VodafoneTreats_x000D_
_x000D_
First phone:Ericsson A1018s _x000D_
Favourite phone: Ericsson PDA P800_x000D_
First mobile game: snake ðŸ _x000D_
Favourite mobile game: Will always be snake ðŸ¤£ðŸ¤£",1
662,"@suetthemam @gavin3677 @tescomobile Also @EE, they're literally using inflation as a scapegoat to raise prices mid contract.",-1
663,"@EE Amazing customer service from 2 of your members of staff tonight. Demi and Zoe, both so kind and helpful. 10/10 for customer service, please pass on my thanks, Jacqueline Whale",1
664,"@NadiaWhittomeMP @skytv ,@ScottishPower &amp; @EE have All increased my costs in the last 2 weeks. @ScottishPower by 60%. My 12k pension meanwhile stays the same. Hearing this is a bloody disgrace.",-1
665,"An honour to be on the shortlist jury for this year's BAFTA Games @EE Game of the Year award. ðŸ†

It's the only publicly voted on award! Excited to see which game gets the vote. ðŸ™ https://t.co/UrgtFL3SnC",1
666,"@EE, @VodafoneUK and @ThreeUK are reintroducing EU roaming fees. This means you will be charged more when you travel abroad. @O2 is not reintroducing EU roaming fees and by switching networks you could save money. Call @Comms_Connect #telecoms #mobilephones #businesstravel https://t.co/0dNPCF0t7Z",-1
667,"And here we go, #pricehike is starting @bt_uk and @EE have both put up their prices",-1
668,"And mobile phone

@EE bunging mine up by over 9% 

Itâ€™s good to not talk https://t.co/KxJdR79oOP",1
669,@EE And using transparency as a means to justify yourselves is not a great outlook. Iâ€™d have accepted a price rise a year into my contract not two weeks. Itâ€™s honestly absolutely abysmal practice.,-1
670,@EE And what benefit will I see from this 10% increase?,-1
671,@EE And why dont you just say what the increase ACTUALLY is instead of trying to hide it?,-1
672,Any chance of any help @EE? At this rate the case I ordered after my phone should have arrived is going to come before you even send out the phone.,-1
673,@EE any news on the internet issues in LS1 that started at 14:00(ish) today?   Still not working for me.,-1
674,@EE any news to when the tower will be fixed for mobile phone signal at YO31 8JP ?,-1
675,@EE any updates on when the S22 is in stock? I pre ordered over 3 weeks ago now ðŸ˜­,-1
676,@jon_trickett @EE are on the rob too with their â€˜CPI increaseâ€™ to contracts.  Everyone is taking https://t.co/wVkfQOu0WH,-1
677,@EE are you actually joking me? I signed my contact at Â£58 a month you already put it up yearly!! Think itâ€™s back to pay and you go after this contracts up!!! I thought the point in signing a contract was you sign what your happy with!! https://t.co/GpLCrLKEc6,-1
678,@BluBoiSpheal232 @EE Are you looking for a mass throat slitting?,-1
679,"@EE Are you not allowed on PAYG to deactivate voicemail? Whichever route text, phone, it does not work. I have tried EVERY SINGLE TIP given here or elsewhere without success. Is it simply not available on PAYG?",-1
680,"@EE Are you not allowed on PAYG to deactivate voicemail? Whichever route, text, phone, it does not work. I have tried EVERY SINGLE TIP given here or elsewhere without success. Is it simply not available on PAYG? Thanks.",-1
681,@EE Are you part of BT now?,-1
682,"@BAFTA @TPOTD @kodismitmcphee @EE As a senior gay man I would just like to say what a horrible story and movie. Why do we need to propagate the ""evil gay boy"" and the ""be gay and be miserable and die because of it"" themes. Gross exploitation of gay suffering.",1
683,@VodafoneUK As a whole,1
684,As if my monthly is going up by Â£5 a month? What in the inflation is this nonsense?! It normally goes up by Â£2-Â£3 max every yearâ€¦ @EE,-1
685,"Avoid @EE..! A Â£5 increase per month, piss takers for a ðŸ’© network... https://t.co/llDj42Rqwq",-1
686,@EE Awesome ad when I don't live in Burrrmin'am.,1
687,@KolaBokinni @VFLDN @LoopVIP @AzimMajid @EE @BAFTA @phildunster @Toheeb_Jimoh @brettgoldstein @Moe_eezy Awww Brettâ€™s smiling ðŸ˜ https://t.co/xf6wQL4nqz,1
688,@SebastianCroft @VanityFair @VFLDN @EE @BAFTA @sohohouse @LoopVIP AYO MY BEST FRIEND IS A MODEL !!! https://t.co/pA5tKNfItW,1
689,@VodafoneUK Beautiful delicate #Spring #Blossom a journey from the depths of winter to brave little bloomsâ€¦ https://t.co/hsfHQj09VC,1
690,"@VodafoneUK Beautiful St Ives Cornwall, because summer is just around the corner!!! ðŸ‘ðŸ‘ðŸ‘ðŸ‘ https://t.co/96BiWBa5p6",1
691,@EE because Â£73 isnâ€™t already expensive enough dirty robbing b***ards https://t.co/n3kxTRtAAZ,-1
692,@VodafoneUK Because as hard as the last few years have been for many. . . Itâ€™s made us realise just how beautiful our own country is! Taken on the beautiful Isle Of Skye ðŸ´ó §ó ¢ó ³ó £ó ´ó ¿â¤ï¸ #VodafoneTreats https://t.co/nhvDGrCxgo,1
693,@VodafoneUK @VOXI_UK been trying for a few days now to change my number over from Vodafone to Voxi with absolutely no success the first half a dozen times and now I'm being told my PAC code is invalid! Why is this being difficult? I can't just switch either because I'm contract!,-1
694,@EE been trying to place an order online however it keeps saying I already have an account when I donâ€™t Iâ€™m currently with Tesco and wanting to move to EE,-1
695,"@VodafoneUK BenQ-Siemens EF61,LG KS360,Snake,Dream Blast",1
696,@VodafoneUK Best food day of the year https://t.co/veBppgLgUH,1
697,@SebastianCroft @VanityFair @VFLDN @EE @BAFTA @sohohouse @LoopVIP bestie you look amazing ðŸ˜ŒðŸ¤š,1
698,@SebastianCroft @VanityFair @VFLDN @EE @BAFTA @sohohouse @LoopVIP bestie you look so AMAZING,1
699,"Biggest shoutout to @tomwarren whose tweet just finally let me find PS5 stock on @EE. Costs spread over 11 months too, which is lovely. https://t.co/n9wgmELyqf",1
700,"@EE Bit parsimonious with the data for that much, though it'll probably be Â£52 a month before I've finished writing this tweet #greedy",-1
701,"@VodafoneUK Blackberry _x000D_
My new S22 Ultra! (On Vodafone ðŸ˜‰)_x000D_
Snake_x000D_
Tetris_x000D_
#VodafoneTreats",1
